Event ID	Description
 	5468	A Windows Filtering Platform provider context was added. Logged when a new provider context (which maintains state/info for a provider) is registered in WFP. 
 	5471	IPsec Security Association established. Logged when a new IPsec Security Association (SA) is successfully created for secure communications. 
 	5472	IPsec Security Association ended. Occurs when an existing IPsec SA is terminated, either due to expiration, policy change, or manual teardown. 
 	5473	IPsec Security Association rekeyed. Logged when an active IPsec SA undergoes rekeying to update encryption keys for security. 
 	5474	IPsec Security Association deleted. Occurs when an IPsec SA is deleted from the system, ceasing its secure communication tunnel. 
 	5477	IPsec DoS Protection detected an attack and took corrective action. Logged when IPsec detects a potential denial-of-service attack and applies protective measures such as blocking or rate-limiting traffic. 
 	5478	IPsec Services has started successfully. Logged when the IPsec Services start operating on the machine. 
 	5479	IPsec Services has shut down successfully. Occurs when the IPsec Services are gracefully stopped or shut down. 
 	5480	IPsec Services failed to initialize RPC server. Logged when IPsec fails to start its RPC server, which may affect policy application. 
 	5483	IPsec Services failed to initialize IKE (Internet Key Exchange). Occurs when IPsec cannot start the IKE service, impacting VPN or secure communications. 
 	5484	IPsec Services failed to get the complete list of network interfaces on the machine. Logged when IPsec is unable to retrieve all interface data, potentially limiting its functionality. 
 	5485	IPsec Services failed to process some IPsec filters on a plugged-in network interface. Occurs when IPsec cannot apply certain security filters to a network interface. 
 	5600	A process failed to logon due to invalid credentials. Logged when a logon attempt via a process fails because the credentials provided are invalid. 
 	5632	A request was made to authenticate to a wireless network.
This event is generated when a network adapter connects to a new wireless network and an 802.1x authentication attempt is made for that network. It is logged on domain controllers and member computers. 
 	5633	A request was made to authenticate to a wired network.
This event is generated when a network adapter connects to a new wired network and an 802.1x authentication attempt is made for that network. It is logged on domain controllers and member computers. 
 	5712	A Remote Procedure Call (RPC) was attempted. Occurs when a system attempts or initiates an RPC. 
 	5888	An object in the COM+ Catalog was modified. Logged when an object in the COM+ (Component Services) catalog is changed. 
 	5889	An object was deleted from the COM+ Catalog. Occurs when an object is removed from the COM+ catalog. 
 	5890	Certificate Services backup started. Logged when the Certificate Authority (CA) begins a backup operation. 
 	6005	The Event Log service was started.
This event is generated when the Event Log service is started. It is logged on domain controllers, member servers, and workstations. 
 	6006	The Event Log service was stopped.
This event is generated when the Event Log service is stopped. It is logged on domain controllers, member servers, and workstations. 
 	6008	Unexpected system shutdown.
This event is generated when a system shuts down unexpectedly. It is logged on domain controllers, member servers, and workstations. 
 	6144	Security policy in the group policy objects has been applied successfully. Logged when Windows applies system or security-related Group Policy from Active Directory/domain. 
 	6145	One or more errors occurred while processing security policy in group policy objects. Occurs when one or more Group Policy security settings fail to apply during processing. 
 	6272	Network Policy Server (NPS) granted access to a user.
This event is generated every time NPS grants access to a user. It is logged only on NPS. 
 	6273	Network Policy Server denied access to a user. Occurs when an NPS server denies network access to a user or computer during authentication. 
 	6274	NPS discarded the request for a user.
This event is generated every time NPS discards a user’s request because the structure of the request does not comply with the RADIUS protocol. It is logged only on NPS. 
 	6275	NPS discarded the accounting request for a user.
This event is generated every time NPS discards an accounting request from a RADIUS client because the structure of the request does not comply with the RADIUS protocol. It is logged only on NPS. 
 	6276	NPS quarantined a user.
This event is generated every time NPS quarantines a user for multiple authentication failures. It is logged only on NPS. 
 	6277	NPS granted access to a user, but put the user on probation because the host did not meet the defined health policy.
This event is generated every time NPS puts a user on probation after granting access because the host could not meet the defined health policy. It is logged only on NPS. 
 	6278	NPS granted access to a user because the host met the defined health policy.
This event is generated every time NPS grants access to a user since the host has met the defined health policy. It is logged only on NPS. 
 	6279	NPS locked the user account due to repeat failed authentication attempts.
This event is generated every time NPS locks a user account due to repeat failed authentication attempts. It is logged only on NPS. 
 	6280	NPS unlocked the user account.
This event is generated every time NPS unlocks a user account after the account lockout. It is logged only on NPS. 
 	6281	Code integrity determined that the page hashes of an image file are not valid. Logged when a file (driver, system binary, etc.) fails code integrity checks due to invalid or tampered page hashes. 
 	6400	BranchCache: Received an incorrectly formatted response while discovering availability of content. Logged when BranchCache receives a malformed response during discovery. 
 	6401	BranchCache: Received invalid data from a peer. Occurs when BranchCache receives data that fails validation or tampering checks from another system. 
 	6402	BranchCache: Received a binding request with incorrect authentication. Logged when a BranchCache binding request is rejected due to authentication errors. 
 	6403	BranchCache: Database recovery/consistency check failed. Occurs when BranchCache cannot recover or verify the integrity of its database. 
 	6404	BranchCache: Hosted cache could not be authenticated using the provisioned SSL certificate. Logged when BranchCache hosting fails SSL certificate authentication, risking secure cache. 
 	6405	BranchCache: Hosted cache cannot obtain the current list of trusted clients from Active Directory. Occurs when BranchCache is unable to retrieve allowed client information from AD. 
 	6406	BranchCache: Hosted cache disconnected from active directory. Logged when the BranchCache server loses connection to Active Directory, impacting access control. 
 	6407	BranchCache: Hosted cache connected to active directory. Occurs when the BranchCache server successfully establishes connection to Active Directory. 
 	6408	BranchCache: Hosted cache could not authenticate the client. Logged when BranchCache fails to authenticate a client attempting to connect, due to invalid credentials or policy violation. 
 	6409	BranchCache: Hosted cache record could not be updated. Occurs when BranchCache cannot update its hosted cache records, possibly due to corruption or configuration error. 
 	6410	Code integrity determined that a file does not meet the security requirements. Logged when Windows detects a file that fails code integrity policy checks, such as lacking a valid signature. 
 	6416	A new external device was recognized by the system.
This event is generated when a new external device, such as a USB, is connected to the system. It is logged on servers and workstations. 
 	6417	A change was made to audit Policy. Occurs when system audit policy is modified (e.g., what is audited or not). 
 	6418	A change was made to system security auditing policy. Logged when the security auditing policy (i.e., what events are audited) is changed. 
 	6419	A request was made to disable a device. Occurs when there is an attempt to disable a device via Device Manager or policy. 
 	6420	Device installation blocked by device installation restriction policy. Logged when policy prevents installation of a device due to group or system restriction. 
 	6421	Device installation allowed by device installation restriction policy. Occurs when device installation is permitted in alignment with policy rules. 
 	6422	Device removal blocked by device removal restriction policy. Logged when a removable device cannot be uninstalled or ejected due to security policy. 
 	6423	Device removal allowed by device removal restriction policy. Occurs when policy allows successful removal or ejection of a device. 
 	6424	A device installation request was ignored. Logged when Windows ignores a request to install a new device, possibly due to incorrect context or other conditions. 
 	7045	A new service was installed in the system.
A new service was installed in the system. 
 	8191	Log name overflow occurred. Logged when the Windows event log reaches its maximum limit for log names or entries. 
 	9999	An object was renamed.
This event is generated when an Active Directory object is renamed. It is logged on domain controllers and member computers. 
